lat,lon,sz,names,len_cat,street,street_nodes,street_id,node_id,source_city,source_city_id
43.6456688,-79.5904332,2,Centennial Park Boulevard (852),a,Centennial Park Boulevard,153,5412253,560927852,Etobicoke,38014
43.6456769,-79.5925888,2,Centennial Park Boulevard (851),a,Centennial Park Boulevard,153,5412253,560927851,Etobicoke,38014
43.6456821,-79.5946509,2,Centennial Park Boulevard (044),a,Centennial Park Boulevard,153,5412253,97413044,Etobicoke,38014
43.6456986,-79.5874032,2,Pebble Valley Lane (076),a,Pebble Valley Lane,8,5413238,99001076,Etobicoke,38014
43.645719,-79.5937081,2,Centennial Park Boulevard (997),a,Centennial Park Boulevard,153,5412253,97412997,Etobicoke,38014
43.6457199,-79.5921657,2,Centennial Park Boulevard (048),a,Centennial Park Boulevard,153,5412253,97413048,Etobicoke,38014
43.6457208,-79.5903451,2,Centennial Park Boulevard (825),a,Centennial Park Boulevard,153,5412253,560927825,Etobicoke,38014
43.6457265,-79.5853756,2,Elmcrest Road (073),a,Elmcrest Road,21,5412254,97417073,Etobicoke,38014
43.6457265,-79.5853756,2,Esposito Court (442),a,Esposito Court,18,5413235,99000442,Etobicoke,38014
43.6457306,-79.5940969,2,Centennial Park Boulevard (998),a,Centennial Park Boulevard,153,5412253,97412998,Etobicoke,38014
43.6457308,-79.5905948,2,Centennial Park Boulevard (054),a,Centennial Park Boulevard,153,5412253,97413054,Etobicoke,38014
43.6457329,-79.5948559,2,Centennial Park Boulevard (043),a,Centennial Park Boulevard,153,5412253,97413043,Etobicoke,38014
43.6457339,-79.5934382,2,Centennial Park Boulevard (996),a,Centennial Park Boulevard,153,5412253,97412996,Etobicoke,38014
43.6457636,-79.5943626,2,Centennial Park Boulevard (826),a,Centennial Park Boulevard,153,5412253,560927826,Etobicoke,38014
43.6457652,-79.5930384,2,Centennial Park Boulevard (995),a,Centennial Park Boulevard,153,5412253,97412995,Etobicoke,38014
43.6457691,-79.5907317,2,Centennial Park Boulevard (053),a,Centennial Park Boulevard,153,5412253,97413053,Etobicoke,38014
43.6457807,-79.5852866,2,Esposito Court (443),a,Esposito Court,18,5413235,99000443,Etobicoke,38014
43.6457849,-79.5904991,2,Centennial Park Boulevard (987),a,Centennial Park Boulevard,153,5412253,97412987,Etobicoke,38014
43.645792,-79.5950496,2,Centennial Park Boulevard (042),a,Centennial Park Boulevard,153,5412253,97413042,Etobicoke,38014
43.6457984,-79.5945773,2,Centennial Park Boulevard (999),a,Centennial Park Boulevard,153,5412253,97412999,Etobicoke,38014
43.6457992,-79.5908939,2,Centennial Park Boulevard (052),a,Centennial Park Boulevard,153,5412253,97413052,Etobicoke,38014
43.645801,-79.5852641,2,Esposito Court (294),a,Esposito Court,18,5413235,359577294,Etobicoke,38014
43.6458086,-79.591393,2,Centennial Park Boulevard (049),a,Centennial Park Boulevard,153,5412253,97413049,Etobicoke,38014
43.645815,-79.5910546,2,Centennial Park Boulevard (051),a,Centennial Park Boulevard,153,5412253,97413051,Etobicoke,38014
43.6458212,-79.5912211,2,Centennial Park Boulevard (050),a,Centennial Park Boulevard,153,5412253,97413050,Etobicoke,38014
43.6458337,-79.5922156,2,Centennial Park Boulevard (994),a,Centennial Park Boulevard,153,5412253,97412994,Etobicoke,38014
43.6458345,-79.583851,2,Esposito Court (458),a,Esposito Court,18,5413235,99000458,Etobicoke,38014
43.6458427,-79.5906913,2,Centennial Park Boulevard (988),a,Centennial Park Boulevard,153,5412253,97412988,Etobicoke,38014
43.645848,-79.5947821,2,Centennial Park Boulevard (000),a,Centennial Park Boulevard,153,5412253,97413000,Etobicoke,38014
43.6458577,-79.5952268,2,Centennial Park Boulevard (847),a,Centennial Park Boulevard,153,5412253,560927847,Etobicoke,38014
43.6458631,-79.5917675,2,Centennial Park Boulevard (993),a,Centennial Park Boulevard,153,5412253,97412993,Etobicoke,38014
43.6458769,-79.5851797,2,Esposito Court (444),a,Esposito Court,18,5413235,99000444,Etobicoke,38014
43.6458826,-79.5909203,2,Centennial Park Boulevard (989),a,Centennial Park Boulevard,153,5412253,97412989,Etobicoke,38014
43.6458874,-79.5895011,2,Rathburn Road (948),a,Rathburn Road,200,5411752,93838948,Etobicoke,38014
43.6458875,-79.5914153,2,Centennial Park Boulevard (992),a,Centennial Park Boulevard,153,5412253,97412992,Etobicoke,38014
43.6458973,-79.5910787,2,Centennial Park Boulevard (990),a,Centennial Park Boulevard,153,5412253,97412990,Etobicoke,38014
43.6458984,-79.5912227,2,Centennial Park Boulevard (991),a,Centennial Park Boulevard,153,5412253,97412991,Etobicoke,38014
43.6459108,-79.5949891,2,Centennial Park Boulevard (001),a,Centennial Park Boulevard,153,5412253,97413001,Etobicoke,38014
43.6459225,-79.5839854,2,Esposito Court (457),a,Esposito Court,18,5413235,99000457,Etobicoke,38014
43.645924,-79.5953922,2,Centennial Park Boulevard (041),a,Centennial Park Boulevard,153,5412253,97413041,Etobicoke,38014
43.645924,-79.5953922,2,Centennial Park Boulevard (311),a,Centennial Park Boulevard,153,5412253,579922311,Etobicoke,38014
43.6459483,-79.5840485,2,Esposito Court (456),a,Esposito Court,18,5413235,99000456,Etobicoke,38014
43.6459706,-79.5841167,2,Esposito Court (455),a,Esposito Court,18,5413235,99000455,Etobicoke,38014
43.6459755,-79.5841548,2,Esposito Court (454),a,Esposito Court,18,5413235,99000454,Etobicoke,38014
43.6459765,-79.5850711,2,Esposito Court (445),a,Esposito Court,18,5413235,99000445,Etobicoke,38014
43.6459786,-79.5955103,2,Centennial Park Boulevard (310),a,Centennial Park Boulevard,153,5412253,579922310,Etobicoke,38014
43.6460183,-79.5850488,2,Esposito Court (446),a,Esposito Court,18,5413235,99000446,Etobicoke,38014
43.6460227,-79.5850471,2,Esposito Court (447),a,Esposito Court,18,5413235,99000447,Etobicoke,38014
43.6460315,-79.595302,2,Centennial Park Boulevard (002),a,Centennial Park Boulevard,153,5412253,97413002,Etobicoke,38014
43.6460502,-79.5847729,2,Esposito Court (453),a,Esposito Court,18,5413235,99000453,Etobicoke,38014
43.6460579,-79.5858142,2,Elmcrest Road (074),a,Elmcrest Road,21,5412254,97417074,Etobicoke,38014
43.6460621,-79.5848451,2,Esposito Court (452),a,Esposito Court,18,5413235,99000452,Etobicoke,38014
43.6460643,-79.5956724,2,Centennial Park Boulevard (309),a,Centennial Park Boulevard,153,5412253,579922309,Etobicoke,38014
43.6460781,-79.5850256,2,Esposito Court (448),a,Esposito Court,18,5413235,99000448,Etobicoke,38014
43.6460846,-79.5849068,2,Esposito Court (451),a,Esposito Court,18,5413235,99000451,Etobicoke,38014
43.6460918,-79.5849842,2,Esposito Court (449),a,Esposito Court,18,5413235,99000449,Etobicoke,38014
43.6460953,-79.5849735,2,Esposito Court (450),a,Esposito Court,18,5413235,99000450,Etobicoke,38014
43.6461264,-79.5954962,2,Centennial Park Boulevard (003),a,Centennial Park Boulevard,153,5412253,97413003,Etobicoke,38014
43.64617,-79.595841,2,Centennial Park Boulevard (308),a,Centennial Park Boulevard,153,5412253,579922308,Etobicoke,38014
43.6461859,-79.5890062,2,Rathburn Road (946),a,Rathburn Road,200,5411752,93838946,Etobicoke,38014
43.6462414,-79.5859274,2,Elmcrest Road (075),a,Elmcrest Road,21,5412254,97417075,Etobicoke,38014
43.6462582,-79.5957136,2,Centennial Park Boulevard (004),a,Centennial Park Boulevard,153,5412253,97413004,Etobicoke,38014
43.6463212,-79.5960473,2,Centennial Park Boulevard (307),a,Centennial Park Boulevard,153,5412253,579922307,Etobicoke,38014
43.6463278,-79.5859691,2,Elmcrest Road (620),a,Elmcrest Road,21,5412254,503157620,Etobicoke,38014
43.6463844,-79.5958862,2,Centennial Park Boulevard (827),a,Centennial Park Boulevard,153,5412253,560927827,Etobicoke,38014
43.6464612,-79.5962083,2,Centennial Park Boulevard (306),a,Centennial Park Boulevard,153,5412253,579922306,Etobicoke,38014
43.6465055,-79.5884765,2,Rathburn Road (945),a,Rathburn Road,200,5411752,93838945,Etobicoke,38014
43.6465326,-79.5960616,2,Centennial Park Boulevard (005),a,Centennial Park Boulevard,153,5412253,97413005,Etobicoke,38014
43.6465397,-79.5833413,2,Canerouth Drive (519),a,Canerouth Drive,20,5413234,98999519,Etobicoke,38014
43.6465965,-79.5963406,2,Centennial Park Boulevard (305),a,Centennial Park Boulevard,153,5412253,579922305,Etobicoke,38014
43.6466084,-79.6034949,2,Rakely Court (307),a,Rakely Court,15,5413326,99031307,Etobicoke,38014
43.6466119,-79.583352,2,Canerouth Drive (520),a,Canerouth Drive,20,5413234,98999520,Etobicoke,38014
43.6466451,-79.6037193,2,Rakely Court (306),a,Rakely Court,15,5413326,99031306,Etobicoke,38014
43.6466558,-79.6084344,2,Eglinton Avenue West (972),a,Eglinton Avenue West,299,5411523,297384972,Etobicoke,38014
43.6466662,-79.5833755,2,Canerouth Drive (521),a,Canerouth Drive,20,5413234,98999521,Etobicoke,38014
43.6466759,-79.5962023,2,Centennial Park Boulevard (828),a,Centennial Park Boulevard,153,5412253,560927828,Etobicoke,38014
43.6467062,-79.6038978,2,Rakely Court (305),a,Rakely Court,15,5413326,99031305,Etobicoke,38014
43.6467298,-79.5834236,2,Canerouth Drive (522),a,Canerouth Drive,20,5413234,98999522,Etobicoke,38014
43.6467754,-79.5834721,2,Canerouth Drive (523),a,Canerouth Drive,20,5413234,98999523,Etobicoke,38014
43.6467882,-79.5964925,2,Centennial Park Boulevard (304),a,Centennial Park Boulevard,153,5412253,579922304,Etobicoke,38014
43.6468144,-79.6041053,2,Rakely Court (304),a,Rakely Court,15,5413326,99031304,Etobicoke,38014
43.6468215,-79.5835578,2,Canerouth Drive (524),a,Canerouth Drive,20,5413234,98999524,Etobicoke,38014
43.6468441,-79.596343,2,Centennial Park Boulevard (006),a,Centennial Park Boulevard,153,5412253,97413006,Etobicoke,38014
43.6468494,-79.5836316,2,Canerouth Drive (525),a,Canerouth Drive,20,5413234,98999525,Etobicoke,38014
43.6468743,-79.5837126,2,Canerouth Drive (526),a,Canerouth Drive,20,5413234,98999526,Etobicoke,38014
43.6469014,-79.5838245,2,Canerouth Drive (527),a,Canerouth Drive,20,5413234,98999527,Etobicoke,38014
43.6469112,-79.5965794,2,Centennial Park Boulevard (303),a,Centennial Park Boulevard,153,5412253,579922303,Etobicoke,38014
43.6469435,-79.5840109,2,Canerouth Drive (528),a,Canerouth Drive,20,5413234,98999528,Etobicoke,38014
43.6469435,-79.5840109,2,Canerouth Drive (529),a,Canerouth Drive,20,5413234,98999529,Etobicoke,38014
43.6469435,-79.5840109,2,Ivybridge Drive (942),a,Ivybridge Drive,10,5413237,99000942,Etobicoke,38014
43.6469436,-79.5862665,2,Elmcrest Road (076),a,Elmcrest Road,21,5412254,97417076,Etobicoke,38014
43.6469482,-79.5877427,2,Rathburn Road (943),a,Rathburn Road,200,5411752,93838943,Etobicoke,38014
43.646968,-79.6043176,2,Rakely Court (303),a,Rakely Court,15,5413326,99031303,Etobicoke,38014
43.646974,-79.5964253,2,Centennial Park Boulevard (829),a,Centennial Park Boulevard,153,5412253,560927829,Etobicoke,38014
43.6470645,-79.6079998,2,Eglinton Avenue West (971),a,Eglinton Avenue West,299,5411523,297384971,Etobicoke,38014
43.6470793,-79.596665,2,Centennial Park Boulevard (302),a,Centennial Park Boulevard,153,5412253,579922302,Etobicoke,38014
43.6471222,-79.5965045,2,Centennial Park Boulevard (007),a,Centennial Park Boulevard,153,5412253,97413007,Etobicoke,38014
43.6471237,-79.6045341,2,Rakely Court (302),a,Rakely Court,15,5413326,99031302,Etobicoke,38014
43.6471237,-79.6045341,2,Lone Oak Court (550),a,Lone Oak Court,10,5413328,99031550,Etobicoke,38014
43.6471319,-79.5839348,2,Ivybridge Drive (943),a,Ivybridge Drive,10,5413237,99000943,Etobicoke,38014
43.647135,-79.5849611,2,Canerouth Drive (530),a,Canerouth Drive,20,5413234,98999530,Etobicoke,38014
43.6471578,-79.5850532,2,Canerouth Drive (531),a,Canerouth Drive,20,5413234,98999531,Etobicoke,38014
43.647166,-79.6044687,2,Lone Oak Court (551),a,Lone Oak Court,10,5413328,99031551,Etobicoke,38014
43.6471717,-79.5967076,2,Centennial Park Boulevard (301),a,Centennial Park Boulevard,153,5412253,579922301,Etobicoke,38014
43.6471747,-79.5850926,2,Canerouth Drive (532),a,Canerouth Drive,20,5413234,98999532,Etobicoke,38014
43.6471972,-79.5851225,2,Canerouth Drive (533),a,Canerouth Drive,20,5413234,98999533,Etobicoke,38014
43.6471997,-79.5839194,2,Ivybridge Drive (944),a,Ivybridge Drive,10,5413237,99000944,Etobicoke,38014
43.6472252,-79.5965513,2,Centennial Park Boulevard (830),a,Centennial Park Boulevard,153,5412253,560927830,Etobicoke,38014
43.6472412,-79.5839238,2,Ivybridge Drive (945),a,Ivybridge Drive,10,5413237,99000945,Etobicoke,38014
43.6472441,-79.6043478,2,Lone Oak Court (552),a,Lone Oak Court,10,5413328,99031552,Etobicoke,38014
43.6472788,-79.5839454,2,Ivybridge Drive (946),a,Ivybridge Drive,10,5413237,99000946,Etobicoke,38014
43.647314,-79.5967617,2,Centennial Park Boulevard (300),a,Centennial Park Boulevard,153,5412253,579922300,Etobicoke,38014
43.6473261,-79.5839886,2,Ivybridge Drive (947),a,Ivybridge Drive,10,5413237,99000947,Etobicoke,38014
43.6473408,-79.5965946,2,Centennial Park Boulevard (008),a,Centennial Park Boulevard,153,5412253,97413008,Etobicoke,38014
43.6474179,-79.5840728,2,Ivybridge Drive (948),a,Ivybridge Drive,10,5413237,99000948,Etobicoke,38014
43.6474497,-79.5867605,2,Elmcrest Road (006),a,Elmcrest Road,21,5412254,504638006,Etobicoke,38014
43.6474546,-79.5968011,2,Centennial Park Boulevard (299),a,Centennial Park Boulevard,153,5412253,579922299,Etobicoke,38014
43.6474705,-79.5869275,2,Rathburn Road (466),a,Rathburn Road,200,5411752,560927466,Etobicoke,38014
43.64748,-79.5966309,2,Centennial Park Boulevard (831),a,Centennial Park Boulevard,153,5412253,560927831,Etobicoke,38014
43.6475281,-79.5868374,2,Rathburn Road (941),a,Rathburn Road,200,5411752,93838941,Etobicoke,38014
43.6475281,-79.5868374,2,Elmcrest Road (077),a,Elmcrest Road,21,5412254,97417077,Etobicoke,38014
43.6475281,-79.5868374,2,Elmcrest Road (078),a,Elmcrest Road,21,5412254,97417078,Etobicoke,38014
43.6475737,-79.5854997,2,Canerouth Drive (534),a,Canerouth Drive,20,5413234,98999534,Etobicoke,38014
43.6475757,-79.5867591,2,Rathburn Road (467),a,Rathburn Road,200,5411752,560927467,Etobicoke,38014
43.647587,-79.586906,2,Elmcrest Road (925),a,Elmcrest Road,21,5412254,579922925,Etobicoke,38014
43.6476365,-79.5968283,2,Centennial Park Boulevard (298),a,Centennial Park Boulevard,153,5412253,579922298,Etobicoke,38014
43.6476388,-79.5966566,2,Centennial Park Boulevard (009),a,Centennial Park Boulevard,153,5412253,97413009,Etobicoke,38014
43.6477899,-79.5825059,2,Warlingham Court (621),a,Warlingham Court,18,5413240,99001621,Etobicoke,38014
43.6477912,-79.6051789,2,Rakely Court (301),a,Rakely Court,15,5413326,99031301,Etobicoke,38014
43.6477949,-79.596669,2,Centennial Park Boulevard (832),a,Centennial Park Boulevard,153,5412253,560927832,Etobicoke,38014
43.6477981,-79.5824437,2,Warlingham Court (620),a,Warlingham Court,18,5413240,99001620,Etobicoke,38014
43.6478178,-79.5825796,2,Warlingham Court (622),a,Warlingham Court,18,5413240,99001622,Etobicoke,38014
43.6478194,-79.5968432,2,Centennial Park Boulevard (297),a,Centennial Park Boulevard,153,5412253,579922297,Etobicoke,38014
43.6478245,-79.5823935,2,Warlingham Court (619),a,Warlingham Court,18,5413240,99001619,Etobicoke,38014
43.647826,-79.5857923,2,Canerouth Drive (535),a,Canerouth Drive,20,5413234,98999535,Etobicoke,38014
43.6478374,-79.603629,2,Lone Oak Court (071),a,Lone Oak Court,10,5413328,497596071,Etobicoke,38014
43.6478455,-79.6036191,2,Lone Oak Court (553),a,Lone Oak Court,10,5413328,99031553,Etobicoke,38014
43.6478631,-79.5826034,2,Warlingham Court (623),a,Warlingham Court,18,5413240,99001623,Etobicoke,38014
43.6478689,-79.5823429,2,Warlingham Court (618),a,Warlingham Court,18,5413240,99001618,Etobicoke,38014
43.6478995,-79.5826273,2,Warlingham Court (624),a,Warlingham Court,18,5413240,99001624,Etobicoke,38014
43.6479136,-79.5858934,2,Canerouth Drive (536),a,Canerouth Drive,20,5413234,98999536,Etobicoke,38014
43.647922,-79.5822672,2,Warlingham Court (617),a,Warlingham Court,18,5413240,99001617,Etobicoke,38014
43.6479238,-79.5859051,2,Canerouth Drive (111),a,Canerouth Drive,20,5413234,504638111,Etobicoke,38014
43.6479448,-79.6053321,2,Rakely Court (300),a,Rakely Court,15,5413326,99031300,Etobicoke,38014
43.6479655,-79.5821422,2,Warlingham Court (616),a,Warlingham Court,18,5413240,99001616,Etobicoke,38014
43.6479737,-79.5966603,2,Centennial Park Boulevard (010),a,Centennial Park Boulevard,153,5412253,97413010,Etobicoke,38014
43.6479975,-79.5968357,2,Centennial Park Boulevard (296),a,Centennial Park Boulevard,153,5412253,579922296,Etobicoke,38014
43.6480136,-79.5820381,2,Warlingham Court (615),a,Warlingham Court,18,5413240,99001615,Etobicoke,38014
43.6480213,-79.6054153,2,Rakely Court (299),a,Rakely Court,15,5413326,99031299,Etobicoke,38014
43.6480233,-79.5860197,2,Rathburn Road (938),a,Rathburn Road,200,5411752,93838938,Etobicoke,38014
43.6480233,-79.5860197,2,Canerouth Drive (537),a,Canerouth Drive,20,5413234,98999537,Etobicoke,38014
43.6480527,-79.5819169,2,Warlingham Court (614),a,Warlingham Court,18,5413240,99001614,Etobicoke,38014
43.6480963,-79.5818043,2,Warlingham Court (613),a,Warlingham Court,18,5413240,99001613,Etobicoke,38014
43.6481151,-79.5966391,2,Centennial Park Boulevard (833),a,Centennial Park Boulevard,153,5412253,560927833,Etobicoke,38014
43.6481334,-79.5816792,2,Warlingham Court (151),a,Warlingham Court,18,5413240,392358151,Etobicoke,38014
43.6481391,-79.5816601,2,Warlingham Court (113),a,Warlingham Court,18,5413240,504638113,Etobicoke,38014
43.6481574,-79.6055633,2,Rakely Court (298),a,Rakely Court,15,5413326,99031298,Etobicoke,38014
43.6481679,-79.5815631,2,Melbert Road (732),a,Melbert Road,15,5412368,98097732,Etobicoke,38014
43.6481679,-79.5815631,2,Warlingham Court (611),a,Warlingham Court,18,5413240,99001611,Etobicoke,38014
43.6482081,-79.5966174,2,Centennial Park Boulevard (011),a,Centennial Park Boulevard,153,5412253,97413011,Etobicoke,38014
43.6482086,-79.6056328,2,Rakely Court (297),a,Rakely Court,15,5413326,99031297,Etobicoke,38014
43.6482472,-79.5967824,2,Centennial Park Boulevard (295),a,Centennial Park Boulevard,153,5412253,579922295,Etobicoke,38014
43.6482934,-79.5381641,2,Kipling Avenue (075),a,Kipling Avenue,1089,5411515,497595075,Etobicoke,38014
43.6482934,-79.5381641,2,Kipling Avenue (077),a,Kipling Avenue,1089,5411515,497595077,Etobicoke,38014
43.6483084,-79.5487958,2,Martin Grove Road (817),a,Martin Grove Road,689,5411724,297386817,Etobicoke,38014
43.6483084,-79.5487958,2,Martin Grove Road (823),a,Martin Grove Road,689,5411724,297386823,Etobicoke,38014
43.6483211,-79.603048,2,Lone Oak Court (554),a,Lone Oak Court,10,5413328,99031554,Etobicoke,38014
43.6483543,-79.6058306,2,Rakely Court (296),a,Rakely Court,15,5413326,99031296,Etobicoke,38014
43.6483732,-79.583075,2,Warlingham Court (625),a,Warlingham Court,18,5413240,99001625,Etobicoke,38014
43.6483819,-79.5488275,2,Martin Grove Road (288),a,Martin Grove Road,689,5411724,359577288,Etobicoke,38014
43.6483937,-79.6029575,2,Lone Oak Court (555),a,Lone Oak Court,10,5413328,99031555,Etobicoke,38014
43.648397,-79.5850419,2,Ivybridge Drive (949),a,Ivybridge Drive,10,5413237,99000949,Etobicoke,38014
43.6484199,-79.5880476,2,Elmcrest Road (079),a,Elmcrest Road,21,5412254,97417079,Etobicoke,38014
43.648428,-79.5831357,2,Warlingham Court (626),a,Warlingham Court,18,5413240,99001626,Etobicoke,38014
43.6484342,-79.5850764,2,Ivybridge Drive (112),a,Ivybridge Drive,10,5413237,504638112,Etobicoke,38014
43.6484595,-79.5382371,2,Kipling Avenue (076),a,Kipling Avenue,1089,5411515,497595076,Etobicoke,38014
