,lat,lon,sz,names,len_cat
49,36.1541518,-5.3474214,2,Taxis Only (916),a
50,36.1474489,-5.3482202,2,Drinkwater Road (013),a
51,36.1471721,-5.346327,2,Forbes Road (350),a
52,36.1472856,-5.3499584,2,Winston Churchill Avenue (901),a
53,36.1469173,-5.3448008,2,Garrod Road (384),a
54,36.1467221,-5.350446,2,Glacis Road (931),a
55,36.1465583,-5.3505037,2,Winston Churchill Avenue (851),a
56,36.1465583,-5.3505037,2,Glacis Road (958),a
57,36.1464851,-5.3510556,2,Glacis Road (963),a
58,36.1465235,-5.3511669,2,Glacis Road (935),a
59,36.1467674,-5.3503084,2,Winston Churchill Avenue (853),a
60,36.1465727,-5.3508377,2,Glacis Road (262),a
61,36.1476097,-5.3497567,2,Winston Churchill Avenue (850),a
62,36.1456389,-5.3417315,2,Sir Herbert Road (415),a
63,36.1453438,-5.341245,2,Eastern Beach Road (241),a
64,36.1471991,-5.3499283,2,Winston Churchill Avenue (855),a
65,36.1541314,-5.3474055,2,Taxis Only (923),a
66,36.1477572,-5.3454574,2,Halifax Road (987),a
67,36.147865,-5.3478348,2,Sortie Road (731),a
68,36.1465187,-5.3430386,2,Devil's Tower Road (429),a
69,36.1480291,-5.3522058,2,Bayside Road (399),a
70,36.1460868,-5.3504287,2,Hugo Road (977),a
71,36.1477169,-5.342943,2,Halifax Road (282),a
72,36.1475027,-5.3484101,2,Tigge Road (672),a
73,36.1468051,-5.3450392,2,Garrod Road (359),a
74,36.1462114,-5.3508338,2,Sortie Road (711),a
75,36.147951,-5.3478152,2,Sortie Road (727),a
76,36.1476947,-5.3467822,2,Forbes Road (341),a
77,36.1464664,-5.3446873,2,Garrod Road (364),a
78,36.1544646,-5.348462,2,Winston Churchill Avenue (861),a
79,36.1543649,-5.3484786,2,Winston Churchill Avenue (859),a
80,36.1468906,-5.3520034,2,Glacis Road (951),a
81,36.1467221,-5.350446,2,Winston Churchill Avenue (903),a
82,36.1465501,-5.3505976,2,Glacis Road (960),a
83,36.146525,-5.3510547,2,Glacis Road (934),a
84,36.1471204,-5.3532466,2,Ocean Village (248),a
85,36.1463912,-5.3427426,2,Devil's Tower Road (457),a
86,36.1483727,-5.3478357,2,Devil's Tower Road (478),a
87,36.1465323,-5.3508238,2,Glacis Road (959),a
88,36.1461652,-5.3423357,2,Devil's Tower Road (445),a
89,36.1481524,-5.3472598,2,Devil's Tower Road (467),a
90,36.1478249,-5.3464078,2,Devil's Tower Road (476),a
91,36.1475227,-5.3456533,2,Devil's Tower Road (450),a
92,36.1475286,-5.345721,2,Devil's Tower Road (163),a
93,36.1524268,-5.3485612,2,Winston Churchill Avenue (193),a
94,36.1463064,-5.3425517,2,Devil's Tower Road (422),a
95,36.1463354,-5.3426132,2,Devil's Tower Road (430),a
96,36.1467682,-5.3436135,2,Devil's Tower Road (431),a
97,36.1472105,-5.3447022,2,Devil's Tower Road (456),a
98,36.1475195,-5.3456861,2,Devil's Tower Road (164),a
99,36.1478856,-5.3467572,2,Devil's Tower Road (434),a
100,36.1485565,-5.348903,2,Devil's Tower Road (437),a
101,36.1485515,-5.3489443,2,Devil's Tower Road (439),a
102,36.1461574,-5.3533472,2,Glacis Road (863),a
103,36.1468276,-5.3533918,2,Ocean Village (245),a
104,36.1469446,-5.3533878,2,Ocean Village (247),a
105,36.1482361,-5.3494698,2,Winston Churchill Avenue (848),a
106,36.1483776,-5.3500105,2,St. Anne's Road (026),a
107,36.1478007,-5.3465287,2,Devil's Tower Road (441),a
108,36.1470734,-5.352601,2,Glacis Road (947),a
109,36.1545129,-5.3484326,2,Winston Churchill Avenue (135),a
110,36.1487221,-5.3493507,2,Winston Churchill Avenue (884),a
111,36.1466201,-5.3529313,2,Glacis Road (945),a
112,36.1470756,-5.3523558,2,Glacis Road (950),a
113,36.1499465,-5.348856,2,Winston Churchill Avenue (898),a
114,36.1471642,-5.344573,2,Devil's Tower Road (440),a
115,36.1484469,-5.3480885,2,Devil's Tower Road (469),a
116,36.147255,-5.3448431,2,Devil's Tower Road (427),a
117,36.1485436,-5.3484685,2,Devil's Tower Road (466),a
118,36.1484512,-5.3483234,2,Devil's Tower Road (425),a
119,36.1485576,-5.3488569,2,Devil's Tower Road (421),a
120,36.1485436,-5.348981,2,Devil's Tower Road (438),a
121,36.1484906,-5.3491413,2,Devil's Tower Road (443),a
122,36.1476589,-5.346101,2,Devil's Tower Road (455),a
123,36.1471336,-5.3442947,2,Devil's Tower Road (481),a
124,36.1462224,-5.3422193,2,Devil's Tower Road (483),a
125,36.1489665,-5.3492342,2,Winston Churchill Avenue (882),a
126,36.1493468,-5.3490388,2,Winston Churchill Avenue (896),a
127,36.1484759,-5.3484239,2,Devil's Tower Road (424),a
128,36.1483648,-5.3480187,2,Devil's Tower Road (423),a
129,36.148108,-5.347319,2,Devil's Tower Road (428),a
130,36.1481808,-5.3475004,2,Devil's Tower Road (435),a
131,36.1462047,-5.342388,2,Devil's Tower Road (446),a
132,36.1465084,-5.3428601,2,Devil's Tower Road (471),a
133,36.1462595,-5.342306,2,Devil's Tower Road (473),a
134,36.1462286,-5.3422363,2,Devil's Tower Road (482),a
135,36.146111,-5.3422689,2,Devil's Tower Road (444),a
136,36.1462637,-5.3424745,2,Devil's Tower Road (448),a
137,36.145216,-5.3531543,2,Smith Dorrien Avenue (796),a
138,36.145917,-5.3525482,2,Smith Dorrien Avenue (804),a
139,36.1454805,-5.3415716,2,Sir Herbert Road (416),a
140,36.1452845,-5.3413775,2,Sir Herbert Road (417),a
141,36.146154,-5.3507712,2,Sortie Road (712),a
142,36.1461329,-5.3507197,2,Sortie Road (713),a
143,36.1460868,-5.3504287,2,Sortie Road (717),a
144,36.1462857,-5.3494825,2,Hugo Road (966),a
145,36.1461475,-5.3495096,2,Hugo Road (967),a
146,36.1459194,-5.3497609,2,Hugo Road (968),a
147,36.1457085,-5.3500543,2,Hugo Road (970),a
148,36.1454944,-5.3503279,2,Hugo Road (972),a
149,36.1455893,-5.3504499,2,Hugo Road (973),a
150,36.1456543,-5.3504688,2,Hugo Road (974),a
151,36.1457681,-5.3503875,2,Hugo Road (975),a
152,36.1458521,-5.3503144,2,Hugo Road (976),a
153,36.1452845,-5.3413775,2,Eastern Beach Road (249),a
154,36.1468261,-5.3435839,2,Lancaster Road (271),a
155,36.1477353,-5.3430766,2,Halifax Road (281),a
156,36.1476215,-5.3422005,2,Halifax Road (283),a
157,36.1471872,-5.3463574,2,Forbes Road (352),a
158,36.1472504,-5.3464201,2,Forbes Road (354),a
159,36.1468424,-5.3450269,2,Garrod Road (355),a
160,36.1468172,-5.3450407,2,Garrod Road (357),a
161,36.1465308,-5.3447899,2,Garrod Road (360),a
162,36.1464164,-5.3445806,2,Garrod Road (365),a
163,36.1462402,-5.3441563,2,Garrod Road (367),a
164,36.1462478,-5.3441296,2,Garrod Road (371),a
165,36.1464887,-5.343977,2,Garrod Road (372),a
166,36.1465235,-5.3439742,2,Garrod Road (374),a
167,36.1465382,-5.3439793,2,Garrod Road (375),a
168,36.1465812,-5.3440548,2,Garrod Road (378),a
169,36.1466153,-5.3441375,2,Garrod Road (379),a
170,36.1467066,-5.3443589,2,Garrod Road (380),a
171,36.1468773,-5.3447378,2,Garrod Road (382),a
172,36.1469595,-5.3448359,2,Garrod Road (388),a
173,36.147064,-5.3446705,2,Garrod Road (391),a
174,36.1486543,-5.3509305,2,Bayside Road (391),a
175,36.1439511,-5.3514733,2,Lower Castle Road (319),a
176,36.1483974,-5.349272,2,Winston Churchill Avenue (862),a
177,36.1499634,-5.3489348,2,Winston Churchill Avenue (879),a
178,36.1474541,-5.3486474,2,Tigge Road (674),a
179,36.1474961,-5.3466217,2,Forbes Road (343),a
180,36.1470902,-5.3460967,2,Forbes Road (349),a
181,36.1465522,-5.3439942,2,Garrod Road (377),a
182,36.1469595,-5.3448359,2,Garrod Road (385),a
183,36.1470265,-5.3526808,2,Glacis Road (946),a
184,36.1487025,-5.3491803,2,Winston Churchill Avenue (892),a
185,36.1524747,-5.3486504,2,Winston Churchill Avenue (908),a
186,36.1475881,-5.3496885,2,Winston Churchill Avenue (858),a
187,36.1473129,-5.3464748,2,Forbes Road (347),a
188,36.1472504,-5.3464201,2,Forbes Road (348),a
189,36.1451706,-5.3530785,2,Grands Casemates Square (682),a
190,36.1487351,-5.3491914,2,Winston Churchill Avenue (893),a
191,36.1469284,-5.3439707,2,Devil's Tower Road (426),a
192,36.1483325,-5.3477147,2,Devil's Tower Road (484),a
193,36.1462323,-5.3424276,2,Devil's Tower Road (447),a
194,36.1480431,-5.3469944,2,Devil's Tower Road (485),a
195,36.1476004,-5.3457109,2,Devil's Tower Road (488),a
196,36.1523382,-5.3485686,2,Winston Churchill Avenue (192),a
197,36.153986,-5.3485152,2,Winston Churchill Avenue (904),a
198,36.1536107,-5.3474097,2,Taxis Only (914),a
199,36.1452476,-5.3530101,2,Grands Casemates Square (681),a
200,36.1464588,-5.3428996,2,Devil's Tower Road (458),a
201,36.1545035,-5.348321,2,Winston Churchill Avenue (416),a
202,36.1485128,-5.3515869,2,Bayside Road (395),a
203,36.1478054,-5.3505177,2,St. Anne's Road (029),a
204,36.1474514,-5.351799,2,St. Anne's Road (032),a
205,36.1477027,-5.3435094,2,Lancaster Road (268),a
206,36.1468392,-5.3446583,2,Garrod Road (381),a
207,36.1437986,-5.3517748,2,Lower Castle Road (318),a
208,36.1465501,-5.3505976,2,Glacis Road (957),a
209,36.1468926,-5.350196,2,Winston Churchill Avenue (854),a
210,36.1543904,-5.3483954,2,Winston Churchill Avenue (727),a
211,36.1462643,-5.3517614,2,Smith Dorrien Avenue (788),a
212,36.1524741,-5.3485572,2,Winston Churchill Avenue (733),a
213,36.1478485,-5.3453191,2,Halifax Road (986),a
214,36.1435415,-5.3410336,2,Williams way (319),a
215,36.1523703,-5.3485659,2,Winston Churchill Avenue (194),a
216,36.1453727,-5.3411806,2,Eastern Beach Road (247),a
217,36.148785,-5.3492003,2,Winston Churchill Avenue (894),a
218,36.1524741,-5.3485572,2,Winston Churchill Avenue (732),a
219,36.1462702,-5.3514673,2,Smith Dorrien Avenue (787),a
220,36.146084,-5.3504564,2,Sortie Road (715),a
221,36.146545,-5.3439848,2,Garrod Road (376),a
222,36.147094,-5.3446323,2,Garrod Road (392),a
223,36.1544689,-5.3483704,2,Winston Churchill Avenue (414),a
224,36.1475848,-5.3476936,2,Sortie Road (732),a
225,36.1475027,-5.3483664,2,Tigge Road (671),a
226,36.1473891,-5.3466876,2,Eaton Industrial Park (329),a
227,36.1478045,-5.3468053,2,Forbes Road (336),a
228,36.1468232,-5.3450391,2,Garrod Road (356),a
229,36.1462383,-5.3441352,2,Garrod Road (370),a
230,36.148465,-5.351752,2,Bayside Road (396),a
231,36.1544249,-5.3484717,2,Winston Churchill Avenue (860),a
232,36.1536548,-5.3485444,2,Winston Churchill Avenue (245),a
233,36.1488513,-5.3492692,2,Winston Churchill Avenue (883),a
234,36.146236,-5.3532754,2,Glacis Road (943),a
235,36.1465629,-5.3513921,2,Glacis Road (954),a
236,36.1479036,-5.3451232,2,Halifax Road (985),a
237,36.1485143,-5.3490798,2,Devil's Tower Road (453),a
238,36.1477907,-5.3435856,2,Halifax Road (272),a
239,36.1468261,-5.3435839,2,Devil's Tower Road (463),a
240,36.146495,-5.3505721,2,Winston Churchill Avenue (832),a
241,36.1465583,-5.3505037,2,Winston Churchill Avenue (833),a
242,36.1466533,-5.3504146,2,Winston Churchill Avenue (852),a
243,36.1464852,-5.3512528,2,Glacis Road (961),a
244,36.1465323,-5.3508238,2,Glacis Road (964),a
245,36.1485853,-5.3513637,2,Bayside Road (394),a
246,36.1477406,-5.3468073,2,Forbes Road (340),a
247,36.147098,-5.352446,2,Glacis Road (949),a
248,36.1466378,-5.351529,2,Glacis Road (953),a
249,36.1499285,-5.3488624,2,Winston Churchill Avenue (243),a
250,36.1472969,-5.3526297,2,Ocean Village Promenade (090),a
251,36.1531209,-5.3485916,2,Winston Churchill Avenue (905),a
252,36.1462831,-5.3509414,2,Smith Dorrien Avenue (786),a
253,36.1477698,-5.3524086,2,Bayside Road (401),a
254,36.1475184,-5.3515465,2,St. Anne's Road (031),a
255,36.1540494,-5.3484238,2,Winston Churchill Avenue (872),a
256,36.1473782,-5.3498941,2,Winston Churchill Avenue (900),a
257,36.1458006,-5.3498998,2,Hugo Road (969),a
258,36.147847,-5.3485254,2,Drinkwater Road (010),a
259,36.1475899,-5.3420926,2,Halifax Road (284),a
260,36.147179,-5.346341,2,Forbes Road (351),a
261,36.1468132,-5.3450414,2,Garrod Road (358),a
262,36.1464794,-5.3511722,2,Glacis Road (962),a
263,36.1476145,-5.3456079,2,Halifax Road (279),a
264,36.1475986,-5.3459229,2,Devil's Tower Road (433),a
265,36.148544,-5.3487399,2,Devil's Tower Road (452),a
266,36.1462178,-5.3421977,2,Devil's Tower Road (472),a
267,36.1475766,-5.3456393,2,Halifax Road (280),a
268,36.1485538,-5.3488094,2,Devil's Tower Road (451),a
269,36.1471898,-5.3444452,2,Devil's Tower Road (464),a
270,36.1475766,-5.3456393,2,Devil's Tower Road (465),a
271,36.1443716,-5.3512459,2,Castle Ramp (080),a
272,36.146983,-5.3439369,2,Devil's Tower Road (474),a
273,36.1477436,-5.3435958,2,Shackleton Road (267),a
274,36.1474627,-5.3452855,2,Devil's Tower Road (462),a
275,36.1472731,-5.3525742,2,Ocean Village Promenade (856),a
276,36.1490754,-5.34912,2,Winston Churchill Avenue (392),a
277,36.1490471,-5.3492102,2,Winston Churchill Avenue (857),a
278,36.1544896,-5.3484521,2,Winston Churchill Avenue (862),a
279,36.1536264,-5.348547,2,Winston Churchill Avenue (244),a
280,36.1476516,-5.3458766,2,Devil's Tower Road (461),a
281,36.153927,-5.3473759,2,Taxis Only (915),a
282,36.1480579,-5.3473996,2,Sortie Road (724),a
283,36.1473643,-5.3435241,2,Halifax Road (765),a
284,36.1464852,-5.3512528,2,Glacis Road (939),a
285,36.1478837,-5.3447096,2,Halifax Road (274),a
286,36.1482936,-5.3478003,2,Devil's Tower Road (436),a
287,36.1475478,-5.3457605,2,Devil's Tower Road (459),a
288,36.1463899,-5.3425926,2,Devil's Tower Road (470),a
289,36.1473242,-5.3448445,2,Devil's Tower Road (475),a
290,36.1465694,-5.3430007,2,Devil's Tower Road (487),a
291,36.1490272,-5.3491339,2,Winston Churchill Avenue (858),a
292,36.1465981,-5.3529448,2,Glacis Road (944),a
293,36.147096,-5.3525313,2,Glacis Road (948),a
294,36.147914,-5.3450373,2,Halifax Road (276),a
295,36.1475177,-5.3529708,2,Ocean Village Promenade (091),a
296,36.1469241,-5.3534126,2,Ocean Village (246),a
297,36.1484035,-5.3518924,2,Bayside Road (398),a
298,36.1432491,-5.3514165,2,Castle Road (484),a
299,36.1478893,-5.347842,2,Sortie Road (730),a
300,36.1531209,-5.3485916,2,Winston Churchill Avenue (906),a
301,36.1474821,-5.3482457,2,Drinkwater Road (012),a
302,36.1472117,-5.3423312,2,Halifax Road (286),a
303,36.1472993,-5.3468574,2,Eaton Industrial Park (332),a
304,36.1462374,-5.3441407,2,Garrod Road (369),a
305,36.1498842,-5.3488744,2,Winston Churchill Avenue (897),a
306,36.1455457,-5.3407943,2,Eastern Beach Road (246),a
307,36.1478851,-5.3452148,2,Halifax Road (277),a
308,36.1477694,-5.3464385,2,Devil's Tower Road (420),a
309,36.1453048,-5.3529592,2,Grands Casemates Square (680),a
310,36.1463064,-5.3424119,2,Devil's Tower Road (468),a
311,36.1483776,-5.3500105,2,Bayside Road (389),a
312,36.1467322,-5.3517018,2,Glacis Road (952),a
313,36.1485309,-5.3490355,2,Devil's Tower Road (419),a
314,36.1478581,-5.3465009,2,Devil's Tower Road (480),a
315,36.1457958,-5.3419068,2,Sir Herbert Road (414),a
316,36.1436959,-5.3517066,2,Lower Castle Road (317),a
317,36.1474303,-5.3482078,2,Sortie Road (708),a
318,36.1466727,-5.3492848,2,Sortie Road (720),a
319,36.1462821,-5.3507814,2,Winston Churchill Avenue (831),a
320,36.1455811,-5.3502141,2,Hugo Road (971),a
321,36.147197,-5.3517498,2,St. Anne's Road (036),a
322,36.1474854,-5.3483369,2,Tigge Road (670),a
323,36.1468424,-5.3450269,2,Garrod Road (386),a
324,36.1451166,-5.3529951,2,Grands Casemates Square (683),a
325,36.1486096,-5.3507838,2,Bayside Road (390),a
326,36.147665,-5.3534775,2,Ocean Village Promenade (092),a
327,36.1475733,-5.3470792,2,Eaton Industrial Park (331),a
328,36.14651,-5.3447683,2,Garrod Road (361),a
329,36.1471259,-5.3446012,2,Garrod Road (393),a
330,36.1491437,-5.3490995,2,Winston Churchill Avenue (393),a
331,36.154445,-5.3483845,2,Winston Churchill Avenue (413),a
332,36.1544867,-5.3483483,2,Winston Churchill Avenue (415),a
333,36.1529284,-5.3486086,2,Winston Churchill Avenue (907),a
334,36.1498135,-5.3489815,2,Winston Churchill Avenue (881),a
335,36.1535464,-5.3474578,2,Taxis Only (913),a
336,36.1500511,-5.348827,2,Winston Churchill Avenue (910),a
337,36.1501546,-5.3488014,2,Winston Churchill Avenue (912),a
338,36.1541774,-5.34748,2,Taxis Only (919),a
339,36.1536471,-5.3473905,2,Taxis Only (920),a
340,36.1540117,-5.3473833,2,Taxis Only (925),a
341,36.1541775,-5.3475591,2,Taxis Only (926),a
342,36.144824,-5.3409537,2,Sir Herbert Road (419),a
343,36.1447173,-5.3408672,2,Sir Herbert Road (420),a
344,36.1436959,-5.3517066,2,Lower Castle Road (316),a
345,36.1439421,-5.3514094,2,Lower Castle Road (320),a
346,36.1439165,-5.3513693,2,Lower Castle Road (321),a
347,36.1436959,-5.3517066,2,Castle Road (481),a
348,36.143711,-5.3516708,2,Castle Road (482),a
349,36.1433432,-5.3514599,2,Castle Road (483),a
350,36.1432016,-5.3513911,2,Castle Road (485),a
351,36.1434276,-5.3407308,2,Williams way (318),a
352,36.1470759,-5.3443394,2,Devil's Tower Road (442),a
353,36.1479432,-5.3467265,2,Devil's Tower Road (460),a
354,36.1482373,-5.3474615,2,Devil's Tower Road (477),a
355,36.1485108,-5.3483256,2,Devil's Tower Road (479),a
356,36.1477169,-5.3460867,2,Devil's Tower Road (486),a
357,36.1475938,-5.3456781,2,Devil's Tower Road (165),a
358,36.1486787,-5.3510305,2,Bayside Road (392),a
359,36.1486678,-5.3511139,2,Bayside Road (393),a
360,36.1478751,-5.3523262,2,Bayside Road (400),a
361,36.1476802,-5.3524606,2,Bayside Road (402),a
362,36.1475755,-5.3524965,2,Bayside Road (403),a
363,36.1474715,-5.3525254,2,Bayside Road (404),a
364,36.147361,-5.3525436,2,Bayside Road (405),a
365,36.1485828,-5.3486641,2,Devil's Tower Road (823),a
366,36.1486451,-5.3490052,2,Devil's Tower Road (824),a
367,36.1486483,-5.3490227,2,Devil's Tower Road (825),a
368,36.1486808,-5.3491509,2,Devil's Tower Road (827),a
369,36.1472556,-5.3525333,2,Ocean Village Promenade (089),a
370,36.147516,-5.3535983,2,Ocean Village Promenade (093),a
371,36.1477318,-5.3472553,2,Heaton Road (563),a
372,36.1476065,-5.3471774,2,Heaton Road (564),a
373,36.1474913,-5.3472316,2,Heaton Road (565),a
374,36.147186,-5.3477903,2,Heaton Road (566),a
375,36.1477318,-5.3472553,2,Sortie Road (704),a
376,36.1480579,-5.3473996,2,Sortie Road (705),a
377,36.1474131,-5.3482651,2,Sortie Road (706),a
378,36.1474489,-5.3482202,2,Sortie Road (707),a
379,36.1475848,-5.3476936,2,Sortie Road (710),a
380,36.1468911,-5.3489102,2,Sortie Road (721),a
381,36.1470375,-5.3485898,2,Sortie Road (723),a
382,36.1480648,-5.3474451,2,Sortie Road (725),a
383,36.1479131,-5.347846,2,Sortie Road (729),a
384,36.1475848,-5.3476936,2,Sortie Road (733),a
385,36.1477318,-5.3472553,2,Sortie Road (734),a
386,36.1484865,-5.3494327,2,Winston Churchill Avenue (843),a
387,36.1484168,-5.3494355,2,Winston Churchill Avenue (844),a
388,36.1483462,-5.3494423,2,Winston Churchill Avenue (845),a
389,36.1483068,-5.3494508,2,Winston Churchill Avenue (846),a
390,36.1482557,-5.3494663,2,Winston Churchill Avenue (847),a
391,36.1479817,-5.3495837,2,Winston Churchill Avenue (849),a
392,36.1473494,-5.3498318,2,Winston Churchill Avenue (856),a
393,36.1474007,-5.3498004,2,Winston Churchill Avenue (857),a
394,36.1479617,-5.3495115,2,Winston Churchill Avenue (859),a
395,36.1482313,-5.3493891,2,Winston Churchill Avenue (860),a
396,36.148437,-5.3492386,2,Winston Churchill Avenue (863),a
397,36.1475548,-5.348385,2,Drinkwater Road (011),a
398,36.1483451,-5.3483114,2,Drinkwater Road (014),a
399,36.1482245,-5.3486646,2,Drinkwater Road (015),a
400,36.1482052,-5.3486894,2,Drinkwater Road (016),a
401,36.1481795,-5.3486907,2,Drinkwater Road (017),a
402,36.1479545,-5.3482063,2,Drinkwater Road (019),a
403,36.1479839,-5.3481224,2,Drinkwater Road (020),a
404,36.1480049,-5.3481075,2,Drinkwater Road (021),a
405,36.1480376,-5.3481105,2,Drinkwater Road (022),a
406,36.1482909,-5.3482329,2,Drinkwater Road (023),a
407,36.1483169,-5.348268,2,Drinkwater Road (024),a
408,36.1478983,-5.350217,2,St. Anne's Road (028),a
409,36.1474341,-5.3518579,2,St. Anne's Road (033),a
410,36.1473263,-5.3518047,2,St. Anne's Road (035),a
411,36.1469735,-5.3516448,2,St. Anne's Road (037),a
412,36.1469003,-5.3516105,2,St. Anne's Road (038),a
413,36.146871,-5.3516073,2,St. Anne's Road (039),a
414,36.1471898,-5.3444452,2,Shackleton Road (265),a
415,36.147384,-5.3441695,2,Shackleton Road (266),a
416,36.1479039,-5.3449438,2,Halifax Road (275),a
417,36.147698,-5.3487787,2,Tigge Road (675),a
418,36.1477241,-5.3488146,2,Tigge Road (676),a
419,36.1479617,-5.3495115,2,Tigge Road (677),a
420,36.1473506,-5.3465053,2,Eaton Industrial Park (326),a
421,36.1473891,-5.3466876,2,Eaton Industrial Park (328),a
422,36.1476556,-5.3469062,2,Eaton Industrial Park (330),a
423,36.147847,-5.3467776,2,Forbes Road (335),a
424,36.1477839,-5.3468153,2,Forbes Road (337),a
425,36.1477705,-5.3468159,2,Forbes Road (338),a
426,36.1477579,-5.3468134,2,Forbes Road (339),a
427,36.1476113,-5.3467148,2,Forbes Road (342),a
428,36.1474789,-5.3466079,2,Forbes Road (344),a
429,36.1473585,-5.3465118,2,Forbes Road (345),a
430,36.1483451,-5.3483114,2,Drinkwater Road (025),a
431,36.1473891,-5.3466876,2,Eaton Industrial Park (333),a
432,36.1463279,-5.3499065,2,Sortie Road (718),a
433,36.1466326,-5.3506597,2,Glacis Road (932),a
434,36.1465354,-5.3512511,2,Glacis Road (936),a
435,36.1465629,-5.3513921,2,Glacis Road (937),a
436,36.1465629,-5.3513921,2,Glacis Road (938),a
437,36.1460153,-5.3534769,2,Glacis Road (941),a
438,36.1460153,-5.3534769,2,Glacis Road (955),a
439,36.1464889,-5.3495855,2,Hugo Road (965),a
440,36.1467322,-5.3517018,2,St. Anne's Road (041),a
441,36.1469536,-5.3448466,2,Garrod Road (387),a
442,36.1484362,-5.3518312,2,Bayside Road (397),a
443,36.1536042,-5.3484615,2,Winston Churchill Avenue (240),a
444,36.1531153,-5.3485029,2,Winston Churchill Avenue (869),a
445,36.1449541,-5.3533962,2,Smith Dorrien Avenue (797),a
446,36.1501337,-5.3488064,2,Winston Churchill Avenue (911),a
447,36.1541877,-5.3476181,2,Taxis Only (917),a
448,36.1536838,-5.3473804,2,Taxis Only (921),a
449,36.1540982,-5.3473953,2,Taxis Only (924),a
450,36.1483672,-5.3492965,2,Winston Churchill Avenue (861),a
451,36.1473743,-5.3518282,2,St. Anne's Road (034),a
452,36.1451528,-5.341261,2,Sir Herbert Road (418),a
453,36.1472175,-5.3463913,2,Forbes Road (353),a
454,36.1464992,-5.3447539,2,Garrod Road (362),a
455,36.1464888,-5.344735,2,Garrod Road (363),a
456,36.1544266,-5.3483919,2,Winston Churchill Avenue (412),a
457,36.1486622,-5.3490888,2,Devil's Tower Road (826),a
458,36.1464889,-5.3495855,2,Sortie Road (719),a
459,36.1480626,-5.3474692,2,Sortie Road (726),a
460,36.1479326,-5.3478393,2,Sortie Road (728),a
461,36.1474131,-5.3482651,2,Tigge Road (668),a
462,36.1474425,-5.3486239,2,Tigge Road (673),a
463,36.1488373,-5.3491912,2,Winston Churchill Avenue (895),a
464,36.1469334,-5.3502599,2,Winston Churchill Avenue (902),a
465,36.1473506,-5.3465053,2,Forbes Road (346),a
466,36.147847,-5.3485254,2,Drinkwater Road (018),a
467,36.1475571,-5.3514034,2,St. Anne's Road (030),a
468,36.1468451,-5.3516175,2,St. Anne's Road (040),a
